Project Code,Country,Managed By,Fulfill Via,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Line Item Quantity,Line Item Value,Pack Price,Unit Price,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
111-MZ-T30,Mozambique,PMO - US,From RDC,Truck,31-Dec-14,15-Aug-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,5768,24917.76,4.32,0.07,592.0,598.91,25.62
113-ZW-T30,Zimbabwe,PMO - US,From RDC,Truck,30-Sep-14,29-Jun-14,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,75701,350495.63,4.63,0.15,1047.0,5869.655000000001,360.31
111-MZ-T30,Mozambique,PMO - US,From RDC,Truck,29-Aug-14,30-Oct-14,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,9784,63791.68,6.52,0.11,884.0,684.86,78.91
101-CD-T30,"Congo, DRC",PMO - US,From RDC,Air,13-Aug-14,24-Sep-14,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,900,1791.0,1.99,0.03,1047.0,5869.655000000001,1.84
151-NG-T30,Nigeria,PMO - US,From RDC,Air Charter,30-Sep-14,3-Sep-14,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,15485,104214.05,6.73,0.11,1047.0,5869.655000000001,107.13
109-TZ-T30,Tanzania,PMO - US,From RDC,Truck,3-Nov-14,28-Oct-14,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,2469,27726.87,11.23,0.19,230.0,1163.2,34.3
101-CD-T30,"Congo, DRC",PMO - US,From RDC,Air,30-Oct-14,27-Oct-14,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Efavirenz,Generic,710,6624.3,9.33,0.1,1047.0,5869.655000000001,6.81
109-TZ-T30,Tanzania,PMO - US,From RDC,Truck,3-Nov-14,17-Oct-14,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,17851,212248.39,11.89,0.4,2117.0,1663.18,218.19
114-UG-T30,Uganda,PMO - US,From RDC,Air,30-Sep-14,1-Oct-14,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Abacavir/Lamivudine,Generic,3273,44250.96,13.52,0.45,389.0,2786.61,45.49
109-TZ-T30,Tanzania,PMO - US,From RDC,Truck,28-Nov-14,19-Nov-14,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,34374,73904.1,2.15,0.04,2346.0,1462.81,75.97
110-ZM-T30,Zambia,PMO - US,From RDC,Truck,30-Jan-15,19-Feb-15,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,41768,92307.28,2.21,0.04,2599.0,3427.33,94.89
113-ZW-T30,Zimbabwe,PMO - US,From RDC,Truck,31-Jan-15,30-Oct-14,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,6,0.0,0.0,0.0,1047.0,5869.655000000001,0.0
114-UG-T30,Uganda,PMO - US,From RDC,Truck,31-Oct-14,25-Nov-14,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Abacavir/Lamivudine,Generic,5403,73048.56,13.52,0.45,490.0,2016.1,75.09
104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,Truck,30-Jan-15,11-Feb-15,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,50700,391404.0,7.72,0.13,1047.0,5869.655000000001,402.36
104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,Truck,30-Jan-15,11-Feb-15,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Abacavir/Lamivudine,Generic,2000,26980.0,13.49,0.45,1047.0,5869.655000000001,27.74
110-ZM-T30,Zambia,PMO - US,From RDC,Truck,30-Jan-15,19-Feb-15,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,1846,12183.6,6.6,0.11,1047.0,5869.655000000001,12.52
151-NG-T30,Nigeria,PMO - US,From RDC,Air Charter,30-Jan-15,14-Jan-15,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,24000,185280.0,7.72,0.13,1047.0,5869.655000000001,190.47
102-ZW-T30,Zimbabwe,PMO - US,From RDC,Truck,16-Feb-15,4-Feb-15,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Abacavir/Lamivudine,Generic,19913,268626.37,13.49,0.45,1828.0,1955.17,276.15
103-ZW-T30,Zimbabwe,PMO - US,From RDC,Truck,16-Feb-15,4-Feb-15,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,3969,17542.98,4.42,0.05,561.0,251.42,18.03
110-ZM-T30,Zambia,PMO - US,From RDC,Truck,27-Feb-15,19-Feb-15,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,38151,83169.18,2.18,0.04,1047.0,5869.655000000001,85.5
151-NG-T30,Nigeria,PMO - US,From RDC,Air Charter,2-Mar-15,5-Feb-15,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,14648,80564.0,5.5,0.09,1023.0,2244.2,82.82
102-BI-T30,Burundi,PMO - US,From RDC,Air,27-Feb-15,28-Feb-15,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,325,646.75,1.99,0.03,1047.0,5869.655000000001,0.76
107-RW-T30,Rwanda,PMO - US,From RDC,Truck,31-Mar-15,24-Mar-15,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,13653,62667.27,4.59,0.15,1047.0,5869.655000000001,64.42
104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,Truck,31-Mar-15,26-Mar-15,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,1764,6262.2,3.55,0.12,110.0,707.7,6.44
102-BI-T30,Burundi,PMO - US,From RDC,Air,29-May-15,25-Mar-15,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,240,1101.6,4.59,0.15,1047.0,5869.655000000001,1.3
101-CD-T30,"Congo, DRC",PMO - US,From RDC,Air,1-Jul-15,13-Jul-15,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Efavirenz,Generic,300,2790.0,9.3,0.1,266.0,4147.79,3.28
107-RW-T30,Rwanda,PMO - US,From RDC,Truck,6-Apr-15,20-Apr-15,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,2966,20257.78,6.83,0.03,1067.0,6310.4,23.84
102-BI-T30,Burundi,PMO - US,From RDC,Air,30-Jun-15,22-Apr-15,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,164,314.88,1.92,0.03,1047.0,5869.655000000001,0.37
102-BI-T30,Burundi,PMO - US,From RDC,Air,30-Jun-15,22-Apr-15,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,240,1101.6,4.59,0.15,1047.0,5869.655000000001,1.3
114-UG-T30,Uganda,PMO - US,From RDC,Truck,15-Jun-15,14-May-15,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,79258,172782.44,2.18,0.04,1047.0,5869.655000000001,203.36
111-MZ-T30,Mozambique,PMO - US,From RDC,Truck,29-May-15,15-Jun-15,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,960,3408.0,3.55,0.12,76.0,137.4,4.01
111-MZ-T30,Mozambique,PMO - US,From RDC,Truck,30-Jun-15,9-Jun-15,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,600,2130.0,3.55,0.12,1047.0,5869.655000000001,2.51
104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,Truck,19-Jun-15,8-Jun-15,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,45204,141036.48,3.12,0.1,1047.0,5869.655000000001,166.0
103-SS-T30,South Sudan,PMO - US,From RDC,Air,25-Jun-15,19-Jun-15,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,4471,16095.6,3.6,0.06,1047.0,5869.655000000001,18.94
107-RW-T30,Rwanda,PMO - US,From RDC,Air,18-Aug-15,6-Aug-15,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,8998,72973.78,8.11,0.14,1047.0,5869.655000000001,85.89
107-RW-T30,Rwanda,PMO - US,From RDC,Air,30-Sep-15,3-Aug-15,ARV,Pediatric,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, dispersible tablets, 60 Tabs",Abacavir/Lamivudine,Generic,28622,145685.98,5.09,0.08,1047.0,5869.655000000001,171.47
154-NG-T30,Nigeria,PMO - US,From RDC,Air Charter,30-Jul-09,4-Aug-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,253,733.7,2.9,0.05,1047.0,5869.655000000001,1.44
111-MZ-T30,Mozambique,PMO - US,From RDC,Air,30-Nov-09,30-Oct-09,ARV,Adult,SCMS from RDC,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,168,13540.8,80.6,0.3,85.0,1139.5,26.54
114-UG-T30,Uganda,PMO - US,From RDC,Air,8-Oct-09,8-Oct-09,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,280,2800.0,10.0,0.33,1047.0,5869.655000000001,5.49
114-UG-T30,Uganda,PMO - US,From RDC,Air,8-Oct-09,8-Oct-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,200,1370.0,6.85,0.23,18.0,1140.08,2.69
112-NG-T30,Nigeria,PMO - US,From RDC,Air Charter,15-Oct-09,20-Oct-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600,7050.0,11.75,0.39,1047.0,5869.655000000001,13.82
106-HT-T30,Haiti,PMO - US,From RDC,Air,18-Nov-09,9-Oct-09,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,2305,5624.2,2.44,0.04,126.0,1350.33,11.02
104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,Air,30-Oct-09,20-Oct-09,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,819,1556.1,1.9,0.01,284.0,1668.76,3.05
114-UG-T30,Uganda,PMO - US,From RDC,Air,3-Dec-09,30-Nov-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,16577,145214.52,8.76,0.15,1047.0,5869.655000000001,284.62
106-HT-T30,Haiti,PMO - US,From RDC,Air,30-Nov-09,30-Nov-09,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,100,140.0,1.4,0.01,1047.0,5869.655000000001,0.3
106-HT-T30,Haiti,PMO - US,From RDC,Air,30-Nov-09,30-Nov-09,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,735,8908.2,12.12,0.13,1047.0,5869.655000000001,19.21
106-HT-T30,Haiti,PMO - US,From RDC,Air,2-Dec-09,30-Nov-09,ARV,Pediatric,SCMS from RDC,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,588,2940.0,5.0,0.05,1047.0,5869.655000000001,6.34
104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,Air,1-Dec-09,2-Dec-09,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,8430,63477.9,7.53,0.13,546.0,1211.48,124.42
114-UG-T30,Uganda,PMO - US,From RDC,Air,30-Nov-09,2-Dec-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,3360,29433.6,8.76,0.15,1047.0,5869.655000000001,57.69
114-UG-T30,Uganda,PMO - US,From RDC,Air,30-Nov-09,2-Dec-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,2000,5800.0,2.9,0.05,1047.0,5869.655000000001,11.37
113-ZW-T30,Zimbabwe,PMO - US,From RDC,Truck,18-Dec-09,7-Dec-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,4000,23120.0,5.78,0.19,1047.0,5869.655000000001,45.32
110-ZM-T30,Zambia,PMO - US,From RDC,Truck,15-Jan-10,26-Nov-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,6714,38806.92,5.78,0.19,574.0,5837.94,76.06
104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,Air,14-Dec-09,11-Dec-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,9024,60099.84,6.66,0.11,976.0,12369.8,117.8
114-UG-T30,Uganda,PMO - US,From RDC,Air,15-Jan-10,22-Jan-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,5500,61710.0,11.22,0.19,708.0,2524.0,120.95
104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,Air,17-Dec-09,14-Dec-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,9024,60099.84,6.66,0.11,680.0,2698.22,117.8
111-MZ-T30,Mozambique,PMO - US,From RDC,Air,19-Jan-10,26-Jan-10,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,6552,50515.92,7.71,0.13,1047.0,5869.655000000001,99.01
106-HT-T30,Haiti,PMO - US,From RDC,Air,22-Dec-09,16-Dec-09,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,4077,7746.3,1.9,0.01,1404.0,8329.13,16.7
106-HT-T30,Haiti,PMO - US,From RDC,Air Charter,25-Dec-09,17-Dec-09,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,250,350.0,1.4,0.01,1047.0,5869.655000000001,0.75
114-UG-T30,Uganda,PMO - US,From RDC,Air,25-Feb-10,15-Jan-10,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,6985,17043.4,2.44,0.04,336.0,2528.69,33.41
114-UG-T30,Uganda,PMO - US,From RDC,Truck,19-Mar-10,29-Jan-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,5184,15033.6,2.9,0.05,507.0,1576.8,29.47
104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,Air,6-Apr-10,15-Feb-10,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",Abacavir/Lamivudine,Generic,1276,29348.0,23.0,0.77,117.0,1083.3,57.52
110-ZM-T30,Zambia,PMO - US,From RDC,Truck,15-Mar-10,5-Mar-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,49760,321947.2,6.47,0.11,1047.0,5869.655000000001,631.02
114-UG-T30,Uganda,PMO - US,From RDC,Air,18-Mar-10,17-Mar-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,3000,26280.0,8.76,0.15,1047.0,5869.655000000001,56.66
104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,Air,6-Apr-10,1-Mar-10,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,7107,14924.7,2.1,0.01,2633.0,3688.33,29.25
113-ZW-T30,Zimbabwe,PMO - US,From RDC,Truck,31-Mar-10,12-Mar-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,4000,20520.0,5.13,0.17,1047.0,5869.655000000001,40.22
106-HT-T30,Haiti,PMO - US,From RDC,Air,7-Apr-10,3-Mar-10,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,1680,12650.4,7.53,0.13,1047.0,5869.655000000001,27.27
106-HT-T30,Haiti,PMO - US,From RDC,Air,2-Mar-10,3-Mar-10,ARV,Adult,SCMS from RDC,"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,450,22500.0,50.0,0.28,101.0,6036.98,48.51
104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,Air,9-Mar-10,10-Mar-10,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,4340,8246.0,1.9,0.01,1047.0,5869.655000000001,16.16
106-HT-T30,Haiti,PMO - US,From RDC,Air,15-Mar-10,15-Mar-10,ARV,Pediatric,SCMS from RDC,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,68,152.32,2.24,0.07,1047.0,5869.655000000001,0.33
151-NG-T30,Nigeria,PMO - US,From RDC,Air Charter,19-Apr-10,31-Mar-10,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,5000,58750.0,11.75,0.39,404.0,5869.655000000001,126.66
151-NG-T30,Nigeria,PMO - US,From RDC,Air Charter,19-Apr-10,31-Mar-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,820,2238.6,2.73,0.05,79.0,5869.655000000001,4.83
151-NG-T30,Nigeria,PMO - US,From RDC,Air Charter,19-Apr-10,31-Mar-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,4882,25044.66,5.13,0.17,420.0,5869.655000000001,54.0
151-NG-T30,Nigeria,PMO - US,From RDC,Air Charter,19-Apr-10,31-Mar-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,751,3852.63,5.13,0.17,65.0,5869.655000000001,8.31
151-NG-T30,Nigeria,PMO - US,From RDC,Air Charter,19-Apr-10,31-Mar-10,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,31000,364250.0,11.75,0.39,2501.0,5869.655000000001,785.32
151-NG-T30,Nigeria,PMO - US,From RDC,Air Charter,19-Apr-10,31-Mar-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,19701,53783.73,2.73,0.05,1150.0,5869.655000000001,115.96
114-UG-T30,Uganda,PMO - US,From RDC,Air,4-Jun-10,15-Apr-10,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,1300,15275.0,11.75,0.39,105.0,2393.54,32.93
151-NG-T30,Nigeria,PMO - US,From RDC,Air Charter,31-May-10,18-May-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,7500,35625.0,4.75,0.16,662.0,9736.1,76.81
151-NG-T30,Nigeria,PMO - US,From RDC,Air Charter,31-May-10,18-May-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,20579,180272.04,8.76,0.15,1773.0,9736.1,388.67
113-ZW-T30,Zimbabwe,PMO - US,From RDC,Truck,31-May-10,31-May-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,5900,28025.0,4.75,0.16,1047.0,5869.655000000001,60.42
106-HT-T30,Haiti,PMO - US,From RDC,Air,19-May-10,19-May-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,6576,31236.0,4.75,0.16,1047.0,5869.655000000001,67.34
106-HT-T30,Haiti,PMO - US,From RDC,Air,2-Jun-10,9-Jun-10,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,256,3481.6,13.6,0.06,1047.0,5869.655000000001,7.51
106-HT-T30,Haiti,PMO - US,From RDC,Air,2-Jun-10,9-Jun-10,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,168,1631.28,9.71,0.11,1047.0,5869.655000000001,3.52
114-UG-T30,Uganda,PMO - US,From RDC,Air,30-Jun-10,22-Jun-10,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,6000,70500.0,11.75,0.39,493.0,7879.03,152.0
104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,Air,9-Jul-10,5-Jul-10,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,448,6092.8,13.6,0.06,1047.0,5869.655000000001,13.14
104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,Air,9-Jul-10,5-Jul-10,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,2788,43214.0,15.5,0.26,588.0,5121.68,93.17
109-TZ-T30,Tanzania,PMO - US,From RDC,Air,21-Jul-10,8-Jul-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,20124,54938.52,2.73,0.05,2262.0,10536.12,118.45
151-NG-T30,Nigeria,PMO - US,From RDC,Air,15-Jul-10,28-Jun-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,1000,2730.0,2.73,0.05,69.0,5869.655000000001,5.89
151-NG-T30,Nigeria,PMO - US,From RDC,Air,15-Jul-10,28-Jun-10,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,2250,3285.0,1.46,0.02,763.0,5869.655000000001,7.08
151-NG-T30,Nigeria,PMO - US,From RDC,Air,15-Jul-10,28-Jun-10,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,6000,14640.0,2.44,0.04,285.0,5869.655000000001,31.56
151-NG-T30,Nigeria,PMO - US,From RDC,Air,15-Jul-10,28-Jun-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine+Efavirenz 150/300mg+600mg, tablets, co-blister 60+30 Tabs",Lamivudine/Zidovudine+Efavirenz,Generic,213,4473.0,21.0,0.23,1047.0,5869.655000000001,9.64
151-NG-T30,Nigeria,PMO - US,From RDC,Air,15-Jul-10,28-Jun-10,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,1000,19920.0,19.92,0.66,91.0,5869.655000000001,42.95
151-NG-T30,Nigeria,PMO - US,From RDC,Air,15-Jul-10,28-Jun-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,33000,289080.0,8.76,0.15,2654.0,5869.655000000001,623.26
151-NG-T30,Nigeria,PMO - US,From RDC,Air,15-Jul-10,28-Jun-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,2000,17520.0,8.76,0.15,161.0,5869.655000000001,37.77
114-UG-T30,Uganda,PMO - US,From RDC,Air,4-Aug-10,2-Aug-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,3000,26280.0,8.76,0.15,1047.0,5869.655000000001,56.66
106-HT-T30,Haiti,PMO - US,From RDC,Air,10-Aug-10,23-Aug-10,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,3584,6917.12,1.93,0.01,1047.0,5869.655000000001,14.91
151-NG-T30,Nigeria,PMO - US,From RDC,Air,31-Aug-10,17-Aug-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,10000,112200.0,11.22,0.19,1250.0,6147.18,241.9
